ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,CreditScoreGroup
25002,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,186500,3.99,0.5102,5937.5,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1u,2640,exp,867,exp,45-54,to_inst,35.3219697,south,direct,0,49,800-900
25003,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,246500,4.875,0.5887,7.9,360,neg_amm,not_int,not_lpsm,288000,sb,pr,home,1u,4920,crif,717,cib,55-64,to_inst,85.59027778,north,direct,0,36,700-800
25004,2019,ncf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,126500,3.99,0.3904,2596.45,324,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,4800,equi,872,exp,>74,to_inst,75.13586957,south,direct,1,39,800-900
25005,2019,cf,"sex not available",pre,type2,p1,l1,nopc,b/c,226500,3.875,1.2341,2171.25,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,4200,exp,619,cib,45-54,to_inst,99.34210526,south,direct,0,60,600-700
25006,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,416500,2.99,-0.5876,0,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1u,5760,exp,668,cib,45-54,to_inst,81.98818898,central,direct,0,39,600-700
25007,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,146500,4.125,0.4603,1977.81,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,8160,exp,640,exp,45-54,to_inst,70.43269231,north,direct,0,42,600-700
25008,2019,cf,female,pre,type2,p4,l1,nopc,b/c,216500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,4440,equi,600,exp,55-64,to_inst,75.13586957,north,direct,1,39,500-600
25009,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,396500,3.375,-0.2118,5955,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1u,11400,crif,524,cib,55-64,not_inst,51.62760417,north,direct,0,15,500-600
25010,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,246500,4.75,0.1691,1030.39,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,3240,exp,883,cib,25-34,not_inst,77.51572327,north,direct,0,40,800-900
25011,2019,cf,"sex not available",nopre,type3,p3,l1,nopc,nob/c,316500,4.25,0.0562,6034.95,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1u,3300,cib,503,exp,65-74,to_inst,81.57216495,south,direct,0,53,500-600
25012,2019,ncf,joint,pre,type1,p1,l1,nopc,nob/c,296500,4.25,0.5813,8112.5,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,3840,crif,887,exp,45-54,not_inst,93.23899371,north,direct,0,46,800-900
25013,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,436500,3.99,-0.051,776.37,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,5760,crif,604,exp,65-74,to_inst,78.22580645,north,direct,0,39,600-700
25014,2019,cf,female,pre,type1,p3,l1,nopc,nob/c,226500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,6600,crif,644,cib,35-44,to_inst,78.64583333,south,direct,1,31,600-700
25015,2019,ncf,joint,nopre,type3,p4,l1,nopc,nob/c,506500,3.125,-0.4337,5027.23,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1u,5760,crif,648,exp,35-44,not_inst,87.62975779,central,direct,0,39,600-700
25016,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,296500,3.625,-0.0589,90.03,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,8400,cib,797,cib,35-44,not_inst,48.76644737,south,direct,0,7,700-800
25017,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.014,0,360,not_neg,int_only,not_lpsm,598000,sb,pr,home,1u,5820,exp,806,cib,25-34,to_inst,64.63210702,south,direct,0,38,800-900
25018,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,106500,4.5,1.2132,3041.75,120,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,6540,crif,845,exp,55-64,to_inst,17.23300971,central,direct,0,19,800-900
25019,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,706500,4,0.2072,0,360,not_neg,not_int,not_lpsm,898000,sb,pr,home,1u,15240,crif,815,cib,45-54,not_inst,78.67483296,north,direct,0,27,800-900
25020,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,176500,3.75,1.0893,4736,180,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,5280,cib,585,cib,45-54,to_inst,63.48920863,north,direct,0,37,500-600
25021,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,496500,5.19,1.0083,7608.1,360,neg_amm,not_int,not_lpsm,588000,sb,pr,home,1u,8280,cib,729,exp,35-44,not_inst,84.43877551,south,direct,0,40,700-800
25022,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,606500,4.875,0.6654,0,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1u,16740,exp,538,cib,65-74,not_inst,62.01431493,north,direct,0,20,500-600
25023,2019,cf,female,nopre,type2,p1,l1,nopc,b/c,126500,4.49,1.987,123.61,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,2220,cib,629,cib,65-74,to_inst,91.66666667,north,direct,0,55,600-700
25024,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,156500,3.375,1.4935,4653.09,180,not_neg,not_int,not_lpsm,198000,sb,pr,home,1u,3780,cib,791,cib,55-64,to_inst,79.04040404,north,direct,0,30,700-800
25025,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,196500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,5580,crif,671,cib,55-64,to_inst,94.47115385,north,direct,1,36,600-700
25026,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,256500,4.5,0.4361,295,360,not_neg,not_int,not_lpsm,1308000,sb,pr,home,1u,11760,cib,787,exp,45-54,to_inst,19.61009174,north,direct,0,42,700-800
25027,2019,ncf,male,nopre,type1,p3,l1,nopc,nob/c,1376500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,1708000,sb,pr,home,1u,54300,exp,572,cib,55-64,not_inst,80.59133489,north,direct,1,10,500-600
25028,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.017,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,4680,cib,755,cib,35-44,not_inst,61.92434211,south,direct,0,41,700-800
25029,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,296500,4.375,0.4093,3709.03,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1u,4140,crif,670,exp,65-74,to_inst,67.69406393,north,direct,0,44,600-700
25030,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,566500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,8580,equi,760,exp,45-54,not_inst,75.13586957,north,direct,1,39,700-800
25031,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,416500,3.875,-0.0958,7530.66,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1u,10020,cib,578,exp,35-44,to_inst,48.54312354,south,direct,0,24,500-600
25032,2019,cf,female,nopre,type1,p4,l2,nopc,nob/c,476500,4.125,-0.113,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1u,9000,cib,648,cib,45-54,not_inst,58.97277228,north,direct,0,38,600-700
25033,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,686500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,836,exp,45-54,to_inst,75.13586957,south,direct,1,39,800-900
25034,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,556500,3.99,0.3904,2596.45,240,neg_amm,not_int,not_lpsm,418000,sb,ir,home,2u,25680,equi,900,exp,45-54,not_inst,75.13586957,south,direct,1,39,800-900
25035,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,266500,4.875,0.479,0,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1u,8580,cib,777,exp,55-64,to_inst,46.91901408,north,direct,0,39,700-800
25036,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,406500,3.75,0.3313,9618.75,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,7080,exp,765,exp,35-44,not_inst,88.75545852,north,direct,0,36,700-800
25037,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,256500,2.875,-0.6287,2476.72,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1u,5760,crif,534,cib,65-74,not_inst,33.83905013,north,direct,0,39,500-600
25038,2019,cf,joint,nopre,type3,p1,l1,nopc,nob/c,236500,5.125,0.6871,0,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,4920,cib,667,exp,65-74,not_inst,99.3697479,central,direct,0,36,600-700
25039,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,656500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,8640,equi,880,exp,35-44,to_inst,75.13586957,north,direct,1,39,800-900
25040,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,156500,4.625,1.0547,4115,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,3960,cib,820,cib,45-54,to_inst,60.65891473,south,direct,0,31,800-900
25041,2019,ncf,male,pre,type1,p1,l1,nopc,nob/c,406500,4,-0.043,6500,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1u,3600,exp,568,cib,25-34,not_inst,85.041841,north,direct,0,49,500-600
25042,2019,cf,female,nopre,type1,p3,l2,nopc,nob/c,476500,4.875,1.3139,5284.38,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1u,6180,exp,805,exp,>74,to_inst,74.68652038,south,direct,0,48,800-900
25043,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,676500,3.99,-0.297,995,360,not_neg,not_int,not_lpsm,1208000,sb,pr,home,1u,10080,crif,590,cib,55-64,not_inst,56.00165563,south,direct,0,35,500-600
25044,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,206500,3.375,0.3492,0,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,5760,exp,892,cib,35-44,to_inst,86.76470588,north,direct,0,39,800-900
25045,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,126500,3.99,1.8342,2596.45,240,not_neg,not_int,not_lpsm,188000,sb,pr,home,1u,2520,crif,540,cib,55-64,to_inst,67.28723404,north,direct,0,40,500-600
25046,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,366500,4.56,0.5541,5060,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1u,10200,cib,869,exp,55-64,to_inst,78.31196581,north,direct,0,32,800-900
25047,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,2520,cib,737,cib,>74,to_inst,75.24038462,north,direct,1,59,700-800
25048,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.3337,3149.5,360,not_neg,not_int,not_lpsm,648000,sb,ir,home,1u,7980,cib,831,cib,65-74,not_inst,42.66975309,north,direct,0,49,800-900
25049,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,636500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,11640,cib,671,exp,45-54,not_inst,95.28443114,north,direct,1,57,600-700
25050,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,486500,3.625,0.0403,0,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1u,13560,crif,608,cib,65-74,not_inst,53.57929515,south,direct,0,26,600-700
25051,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,266500,3.125,-0.6033,1560.45,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,5760,crif,803,cib,65-74,to_inst,92.53472222,north,direct,0,39,800-900
25052,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.625,-0.1012,2421,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1u,4800,crif,795,exp,65-74,not_inst,60.6292517,north,direct,0,42,700-800
25053,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.625,0.0897,4663.95,360,not_neg,not_int,not_lpsm,538000,sb,ir,home,1u,26100,exp,642,exp,55-64,not_inst,73.69888476,north,direct,0,9,600-700
25054,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,486500,3.375,-0.1318,169.53,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,9000,exp,674,cib,35-44,not_inst,78.72168285,south,direct,0,30,600-700
25055,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,716500,3.99,0.4348,14702,360,not_neg,not_int,lpsm,1138000,sb,pr,home,1u,14220,crif,804,exp,>74,not_inst,62.96133568,south,direct,0,42,800-900
25056,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,596500,4.125,0.724,2596.45,360,not_neg,not_int,not_lpsm,798000,sb,pr,home,1u,10800,exp,788,exp,45-54,not_inst,74.74937343,central,direct,0,41,700-800
25057,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,636500,4.125,0.048,3520.2,360,not_neg,not_int,not_lpsm,798000,sb,pr,home,1u,19620,cib,737,cib,45-54,not_inst,79.76190476,north,direct,0,10,700-800
25058,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1u,2640,cib,781,cib,45-54,to_inst,98.72881356,south,direct,1,44,700-800
25059,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,376500,3.75,0.4232,6536.25,360,not_neg,not_int,not_lpsm,418000,sb,sr,home,1u,11880,cib,545,cib,45-54,to_inst,90.07177033,north,direct,0,36,500-600
25060,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,356500,4.375,0.7168,3368.75,240,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,6660,crif,796,exp,65-74,to_inst,54.17933131,north,direct,0,40,700-800
25061,2019,cf,female,pre,type2,p4,l1,nopc,b/c,86500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,88000,sb,pr,home,1u,3240,exp,660,cib,45-54,to_inst,98.29545455,central,direct,1,50,600-700
25062,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,226500,3.5,0.0677,6549.46,324,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,3360,cib,850,cib,25-34,to_inst,78.64583333,south,direct,0,42,800-900
25063,2019,cf,female,nopre,type2,p2,l2,nopc,b/c,66500,4.125,1.1254,1772.02,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1u,840,crif,851,cib,35-44,to_inst,33.58585859,central,direct,0,48,800-900
25064,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,556500,4.5,0.6439,935,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,7020,crif,794,exp,55-64,not_inst,88.61464968,south,direct,0,48,700-800
25065,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,376500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,378000,sb,pr,home,1u,5760,exp,866,exp,35-44,to_inst,99.6031746,south,direct,1,39,800-900
25066,2019,cf,"sex not available",nopre,type2,p1,l1,nopc,b/c,106500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,118000,sb,pr,home,1u,1500,cib,777,cib,45-54,to_inst,90.25423729,south,direct,1,31,700-800
25067,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,316500,4.5,0.012,0,360,neg_amm,not_int,not_lpsm,428000,sb,pr,home,1u,9180,crif,780,exp,45-54,not_inst,73.94859813,north,direct,0,32,700-800
25068,2019,cf,female,pre,type2,p3,l1,nopc,b/c,116500,3.625,0.8732,3718.63,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,3960,exp,611,cib,45-54,to_inst,84.42028986,south,direct,0,59,600-700
25069,2019,cf,female,pre,type1,p2,l1,nopc,nob/c,86500,3.7,-0.0746,415,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,4440,exp,584,exp,65-74,to_inst,28.08441558,north,direct,0,21,500-600
25070,2019,cf,joint,nopre,type3,p1,l1,nopc,nob/c,326500,4.25,0.2517,0,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,6480,crif,621,exp,25-34,not_inst,102.672956,south,direct,0,28,600-700
25071,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,176500,4.5,0.9662,2665.52,360,not_neg,not_int,not_lpsm,218000,sb,ir,home,1u,4140,exp,660,cib,<25,not_inst,80.96330275,north,direct,0,36,600-700
25072,2019,cf,"sex not available",nopre,type2,p1,l1,nopc,b/c,156500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,1860,crif,862,cib,45-54,to_inst,99.05063291,south,direct,1,45,800-900
25073,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,346500,3.99,1.1306,6935.77,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,8280,crif,829,exp,45-54,to_inst,82.89473684,south,direct,0,33,800-900
25074,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,616500,2.99,-0.2418,1958.1,180,not_neg,not_int,not_lpsm,828000,sb,pr,home,1u,9900,cib,848,cib,25-34,not_inst,74.45652174,south,direct,0,38,800-900
25075,2019,cf,"sex not available",pre,type1,p1,l1,nopc,nob/c,456500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,578000,sb,sr,home,1u,78120,cib,775,cib,55-64,to_inst,78.97923875,south,direct,1,19,700-800
25076,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,96500,4.625,0.8361,2054.53,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,3180,cib,812,exp,55-64,to_inst,69.92753623,north,direct,0,46,800-900
25077,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,256500,3.75,0.144,5220.49,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,3540,cib,733,cib,25-34,to_inst,64.44723618,north,direct,0,44,700-800
25078,2019,cf,male,pre,type2,p1,l1,nopc,b/c,146500,4.125,1.7615,2920.33,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,3120,cib,700,cib,25-34,to_inst,92.72151899,north,direct,0,40,600-700
25079,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,316500,4.5,0.1427,7035.03,360,neg_amm,not_int,not_lpsm,468000,sb,pr,home,1u,6960,crif,781,exp,35-44,to_inst,67.62820513,south,direct,0,42,700-800
25080,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,76500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,3180,equi,633,exp,25-34,to_inst,75.13586957,north,direct,1,39,600-700
25081,2019,ncf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,406500,3.75,0.0028,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,5760,exp,702,cib,25-34,to_inst,99.63235294,south,direct,0,39,700-800
25082,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1u,1980,exp,882,cib,55-64,to_inst,107.8703704,north,direct,1,37,800-900
25083,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,136500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,278000,sb,ir,home,1u,18420,cib,880,exp,25-34,to_inst,49.10071942,south,direct,1,10,800-900
25084,2019,cf,"sex not available",nopre,type1,p2,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,360,not_neg,not_int,lpsm,248000,sb,pr,home,1u,2940,exp,686,cib,>74,to_inst,83.26612903,south,direct,1,37,600-700
25085,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,306500,3.99,0.3904,2596.45,360,not_neg,not_int,lpsm,418000,sb,pr,home,1u,6840,equi,733,exp,45-54,to_inst,75.13586957,north,direct,1,39,700-800
25086,2019,cf,"sex not available",nopre,type1,p2,l1,nopc,nob/c,166500,4.25,0.6468,2650,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,1740,exp,652,exp,55-64,to_inst,26.94174757,south,direct,0,58,600-700
25087,2019,cf,"sex not available",nopre,type2,p4,l1,nopc,b/c,216500,3.75,1.0432,0,360,not_neg,int_only,not_lpsm,228000,sb,pr,home,1u,5760,crif,524,exp,25-34,to_inst,94.95614035,south,direct,0,39,500-600
25088,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,306500,4.56,0.2789,0,360,neg_amm,not_int,not_lpsm,338000,sb,sr,home,1u,8280,crif,705,cib,25-34,not_inst,90.68047337,north,direct,0,49,700-800
25089,2019,ncf,joint,nopre,type1,p4,l1,nopc,nob/c,826500,4.25,-0.0492,485.55,360,not_neg,not_int,not_lpsm,1268000,sb,pr,home,1u,13140,cib,844,exp,45-54,to_inst,65.18138801,north,direct,0,29,800-900
25090,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,136500,3.5,0.3056,2882.81,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,2220,crif,642,exp,25-34,to_inst,98.91304348,north,direct,0,47,600-700
25091,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,346500,4.875,0.575,3334.84,360,not_neg,not_int,not_lpsm,538000,sb,ir,home,1u,18240,cib,649,exp,45-54,to_inst,64.40520446,south,direct,0,45,600-700
25092,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,-0.1928,0,180,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,8760,crif,557,cib,35-44,not_inst,69.26523297,north,direct,0,29,500-600
25093,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,706500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,1068000,sb,pr,home,1u,15840,crif,866,exp,45-54,not_inst,66.15168539,north,direct,1,35,800-900
25094,2019,ncf,"sex not available",pre,type1,p3,l1,nopc,nob/c,276500,3.875,0.2794,8010,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,5880,crif,761,exp,65-74,to_inst,81.80473373,south,direct,0,49,700-800
25095,2019,cf,"sex not available",nopre,type2,p2,l1,nopc,b/c,26500,4.75,1.3925,662.44,360,neg_amm,not_int,not_lpsm,78000,sb,pr,home,1u,1260,exp,569,cib,55-64,to_inst,33.97435897,south,direct,0,24,500-600
25096,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,276500,2.75,-0.8623,8079.2,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,5760,cib,523,exp,55-64,to_inst,56.65983607,north,direct,0,39,500-600
25097,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,186500,4.99,0.6403,1150,360,neg_amm,not_int,not_lpsm,388000,sb,pr,home,1u,2100,exp,740,exp,55-64,to_inst,48.06701031,north,direct,0,43,700-800
25098,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1u,0,exp,638,cib,45-54,to_inst,42.71561772,north,direct,1,6,600-700
25099,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,666500,4.375,0.1084,1063.16,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1u,18000,exp,506,exp,55-64,not_inst,86.78385417,north,direct,0,36,500-600
25100,2019,cf,male,pre,type1,p1,l1,nopc,nob/c,226500,4.75,0.0368,2280,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,4320,crif,803,cib,35-44,to_inst,78.64583333,central,direct,0,44,800-900
25101,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,106500,3.99,0.3904,2596.45,240,not_neg,not_int,lpsm,418000,sb,pr,home,1u,1680,equi,880,exp,45-54,to_inst,75.13586957,central,direct,1,39,800-900
25102,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,426500,3.375,0.5422,0,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1u,5760,exp,690,exp,35-44,not_inst,97.37442922,north,direct,0,39,600-700
25103,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,216500,4.25,-0.0666,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,4560,crif,616,exp,25-34,not_inst,53.06372549,north,direct,0,33,600-700
25104,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,146500,3.625,0.5321,1109.31,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2460,cib,648,cib,<25,not_inst,98.98648649,north,direct,0,42,600-700
25105,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,676500,3.625,-0.0633,0,360,not_neg,not_int,not_lpsm,1298000,sb,pr,home,1u,9060,exp,660,exp,55-64,not_inst,52.11864407,north,direct,0,33,600-700
25106,2019,cf,female,nopre,type2,p3,l2,nopc,b/c,316500,3.99,0.3904,2596.45,300,neg_amm,not_int,not_lpsm,298000,sb,pr,home,1u,8220,crif,782,exp,35-44,to_inst,106.2080537,north,direct,1,59,700-800
25107,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,76500,4.75,1.3172,2650,180,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,7380,exp,601,exp,55-64,to_inst,36.77884615,north,direct,0,9,600-700
25108,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,446500,4.875,1.1415,2596.45,180,not_neg,not_int,not_lpsm,638000,sb,pr,home,1u,7440,exp,809,cib,55-64,to_inst,69.98432602,south,direct,0,48,800-900
25109,2019,cf,joint,pre,type1,p2,l1,nopc,nob/c,256500,4.875,1.0371,0,180,not_neg,not_int,not_lpsm,548000,sb,ir,home,1u,10800,cib,855,exp,25-34,not_inst,46.80656934,south,direct,0,38,800-900
25110,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,406500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,7560,equi,768,exp,45-54,not_inst,75.13586957,north,direct,1,39,700-800
25111,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,196500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,7500,equi,627,exp,>74,to_inst,75.13586957,north,direct,1,39,600-700
25112,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,1380,crif,854,exp,55-64,to_inst,74.44134078,south,direct,1,17,800-900
25113,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,196500,3.875,0.5523,3620,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1u,4020,crif,700,cib,>74,to_inst,79.23387097,south,direct,0,45,600-700
25114,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,56500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,2220,crif,762,cib,55-64,to_inst,35.75949367,south,direct,1,20,700-800
25115,2019,cf,joint,pre,type1,p3,l1,nopc,nob/c,546500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,10440,equi,746,exp,45-54,not_inst,75.13586957,south,direct,1,39,700-800
